service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
551-17-1215072024-FCO#APC,1,1,1,0,0,0,0,20240729,20240731
551-17-1215082024-FCO#APC,1,1,1,1,1,1,1,20240801,20240831
551-17-1215092024-FCO#APC,1,1,1,1,1,1,1,20240901,20240930
551-17-1215102024-FCO#APC,1,1,1,1,1,1,1,20241001,20241026
551-17-1315012025-FCO#APC,1,1,1,1,1,1,1,20250101,20250112
551-17-1315102024-FCO#APC,1,1,1,1,0,0,1,20241027,20241031
551-17-1315112024-FCO#APC,1,1,1,1,1,1,1,20241101,20241130
551-17-1315122024-FCO#APC,1,1,1,1,1,1,1,20241201,20241229
551-17-1315122025-FCO#APC,1,1,0,0,0,0,0,20241230,20241231
551-7-1550072024-FCO#PDA,1,1,1,0,0,0,0,20240729,20240731
551-7-1550082024-FCO#PDA,1,1,1,1,1,1,1,20240801,20240831
551-7-1550092024-FCO#PDA,1,1,1,1,1,1,1,20240901,20240930
551-7-1550102024-FCO#PDA,1,1,1,1,1,1,1,20241001,20241026
551-7-1650012025-FCO#PDA,1,1,1,1,1,1,1,20250101,20250112
551-7-1650102024-FCO#PDA,1,1,1,1,0,0,1,20241027,20241031
551-7-1650112024-FCO#PDA,1,1,1,1,1,1,1,20241101,20241130
551-7-1650122024-FCO#PDA,1,1,1,1,1,1,1,20241201,20241229
551-7-1650122025-FCO#PDA,1,1,0,0,0,0,0,20241230,20241231
551-8-0405072024-PDA#FCO,1,1,1,0,0,0,0,20240729,20240731
551-8-0405082024-PDA#FCO,1,1,1,1,1,1,1,20240801,20240831
551-8-0405092024-PDA#FCO,1,1,1,1,1,1,1,20240901,20240930
551-8-0405102024-PDA#FCO,1,1,1,1,1,1,1,20241001,20241026
551-8-0505012025-PDA#FCO,1,1,1,1,1,1,1,20250101,20250112
551-8-0505102024-PDA#FCO,1,1,1,1,0,0,1,20241027,20241031
551-8-0505112024-PDA#FCO,1,1,1,1,1,1,1,20241101,20241130
551-8-0505122024-PDA#FCO,1,1,1,1,1,1,1,20241201,20241229
551-8-0505122025-PDA#FCO,1,1,0,0,0,0,0,20241230,20241231
552-1-1520072024-FCO#TRL,1,1,1,0,0,0,0,20240729,20240731
552-1-1520082024-FCO#TRL,1,1,1,1,1,1,1,20240801,20240831
552-1-1520092024-FCO#TRL,1,1,1,1,1,1,1,20240901,20240930
552-1-1520102024-FCO#TRL,1,1,1,1,1,1,1,20241001,20241026
552-1-1620012025-FCO#TRL,1,1,1,1,1,1,1,20250101,20250112
552-1-1620102024-FCO#TRL,1,1,1,1,0,0,1,20241027,20241031
552-1-1620112024-FCO#TRL,1,1,1,1,1,1,1,20241101,20241130
552-1-1620122024-FCO#TRL,1,1,1,1,1,1,1,20241201,20241229
552-1-1620122025-FCO#TRL,1,1,0,0,0,0,0,20241230,20241231
552-26-0840072024-TRL#FCO,1,1,1,0,0,0,0,20240729,20240731
552-26-0840082024-TRL#FCO,1,1,1,1,1,1,1,20240801,20240831
552-26-0840092024-TRL#FCO,1,1,1,1,1,1,1,20240901,20240930
552-26-0840102024-TRL#FCO,1,1,1,1,1,1,1,20241001,20241026
552-26-0940012025-TRL#FCO,1,1,1,1,1,1,1,20250101,20250112
552-26-0940102024-TRL#FCO,1,1,1,1,0,0,1,20241027,20241031
552-26-0940112024-TRL#FCO,1,1,1,1,1,1,1,20241101,20241130
552-26-0940122024-TRL#FCO,1,1,1,1,1,1,1,20241201,20241229
552-26-0940122025-TRL#FCO,1,1,0,0,0,0,0,20241230,20241231
552-5-1100072024-ROM#TRL,1,1,1,0,0,0,0,20240729,20240731
552-5-1100082024-ROM#TRL,1,1,1,1,1,1,1,20240801,20240831
552-5-1100092024-ROM#TRL,1,1,1,1,1,1,1,20240901,20240930
552-5-1100102024-ROM#TRL,1,1,1,1,1,1,1,20241001,20241026
552-5-1200012025-ROM#TRL,1,1,1,1,1,1,1,20250101,20250112
552-5-1200102024-ROM#TRL,1,1,1,1,0,0,1,20241027,20241031
552-5-1200112024-ROM#TRL,1,1,1,1,1,1,1,20241101,20241130
552-5-1200122024-ROM#TRL,1,1,1,1,1,1,1,20241201,20241229
552-5-1200122025-ROM#TRL,1,1,0,0,0,0,0,20241230,20241231
552-6-0445072024-TRL#ROM,1,1,1,0,0,0,0,20240729,20240731
552-6-0445082024-TRL#ROM,1,1,1,1,1,1,1,20240801,20240831
552-6-0445092024-TRL#ROM,1,1,1,1,1,1,1,20240901,20240930
552-6-0445102024-TRL#ROM,1,1,1,1,1,1,1,20241001,20241026
552-6-0545012025-TRL#ROM,1,1,1,1,1,1,1,20250101,20250112
552-6-0545102024-TRL#ROM,1,1,1,1,0,0,1,20241027,20241031
552-6-0545112024-TRL#ROM,1,1,1,1,1,1,1,20241101,20241130
552-6-0545122024-TRL#ROM,1,1,1,1,1,1,1,20241201,20241229
552-6-0545122025-TRL#ROM,1,1,0,0,0,0,0,20241230,20241231
554-3-0430072024-ANC#FCO,1,1,1,0,0,0,0,20240729,20240731
554-3-0430082024-ANC#FCO,1,1,1,1,1,1,1,20240801,20240831
554-3-0430092024-ANC#FCO,1,1,1,1,1,1,1,20240901,20240930
554-3-0430102024-ANC#FCO,1,1,1,1,1,1,1,20241001,20241026
554-3-0530012025-ANC#FCO,1,1,1,1,1,1,1,20250101,20250112
554-3-0530102024-ANC#FCO,1,1,1,1,0,0,1,20241027,20241031
554-3-0530112024-ANC#FCO,1,1,1,1,1,1,1,20241101,20241130
554-3-0530122024-ANC#FCO,1,1,1,1,1,1,1,20241201,20241229
554-3-0530122025-ANC#FCO,1,1,0,0,0,0,0,20241230,20241231
554-4-1130072024-FCO#ANC,1,1,1,0,0,0,0,20240729,20240731
554-4-1130082024-FCO#ANC,1,1,1,1,1,1,1,20240801,20240831
554-4-1130092024-FCO#ANC,1,1,1,1,1,1,1,20240901,20240930
554-4-1130102024-FCO#ANC,1,1,1,1,1,1,1,20241001,20241026
554-4-1230012025-FCO#ANC,1,1,1,1,1,1,1,20250101,20250112
554-4-1230102024-FCO#ANC,1,1,1,1,0,0,1,20241027,20241031
554-4-1230112024-FCO#ANC,1,1,1,1,1,1,1,20241101,20241130
554-4-1230122024-FCO#ANC,1,1,1,1,1,1,1,20241201,20241229
554-4-1230122025-FCO#ANC,1,1,0,0,0,0,0,20241230,20241231
555-1-0745072024-GLP#ROM,1,1,1,0,0,0,0,20240729,20240731
555-1-0745082024-GLP#ROM,1,1,1,1,1,1,1,20240801,20240831
555-1-0745092024-GLP#ROM,1,1,1,1,1,1,1,20240901,20240908
555-1-0800092024-LCC#ROM,1,1,1,1,1,1,1,20240909,20240930
555-1-0800102024-LCC#ROM,1,1,1,1,1,1,1,20241001,20241026
555-1-0900012025-LCC#ROM,1,1,1,0,1,1,1,20250103,20250112
555-1-0900102024-LCC#ROM,1,1,1,1,0,0,1,20241027,20241031
555-1-0900112024-LCC#ROM,1,1,1,1,1,1,1,20241101,20241130
555-1-0900122024-LCC#ROM,1,1,1,1,1,1,1,20241201,20241229
555-1-0900122025-LCC#ROM,1,0,0,0,0,0,0,20241230,20241230
555-2-0700072024-ROM#GLP,1,1,1,0,0,0,0,20240729,20240731
555-2-0700082024-ROM#GLP,1,1,1,1,1,1,1,20240801,20240831
555-2-0700092024-ROM#GLP,1,1,1,1,1,1,1,20240901,20240908
555-2-0730092024-ROM#LCC,1,1,1,1,1,1,1,20240909,20240930
555-2-0730102024-ROM#LCC,1,1,1,1,1,1,1,20241001,20241026
555-2-0830012025-ROM#LCC,1,1,1,0,1,1,1,20250103,20250112
555-2-0830102024-ROM#LCC,1,1,1,1,0,0,1,20241027,20241031
555-2-0830112024-ROM#LCC,1,1,1,1,1,1,1,20241101,20241130
555-2-0830122024-ROM#LCC,1,1,1,1,1,1,1,20241201,20241229
555-2-0830122025-ROM#LCC,1,1,0,0,0,0,0,20241230,20241231
556-2-0615072024-ANC#NAP,1,1,1,0,0,0,0,20240729,20240731
556-2-0615082024-ANC#NAP,1,1,1,1,1,1,1,20240801,20240831
556-2-0615092024-ANC#NAP,1,1,1,1,1,1,1,20240901,20240930
556-2-0615102024-ANC#NAP,1,1,1,1,1,1,1,20241001,20241026
556-2-0715012025-ANC#NAP,1,1,1,1,1,1,1,20250101,20250112
556-2-0715102024-ANC#NAP,1,1,1,1,0,0,1,20241027,20241031
556-2-0715112024-ANC#NAP,1,1,1,1,1,1,1,20241101,20241130
556-2-0715122024-ANC#NAP,1,1,1,1,1,1,1,20241201,20241229
556-2-0715122025-ANC#NAP,1,1,0,0,0,0,0,20241230,20241231
556-4-0400072024-ANC#NAP,1,1,1,0,0,0,0,20240729,20240731
556-4-0400082024-ANC#NAP,1,1,1,1,1,1,1,20240801,20240831
556-4-0400092024-ANC#NAP,1,1,1,1,1,1,1,20240901,20240930
556-4-0400102024-ANC#NAP,1,1,1,1,1,1,1,20241001,20241026
556-4-0500012025-ANC#NAP,1,1,1,1,1,1,1,20250101,20250112
556-4-0500102024-ANC#NAP,1,1,1,1,0,0,1,20241027,20241031
556-4-0500112024-ANC#NAP,1,1,1,1,1,1,1,20241101,20241130
556-4-0500122024-ANC#NAP,1,1,1,1,1,1,1,20241201,20241229
556-4-0500122025-ANC#NAP,1,1,0,0,0,0,0,20241230,20241231
556-5-1115072024-NAP#ANC,1,1,1,0,0,0,0,20240729,20240731
556-5-1115082024-NAP#ANC,1,1,1,1,1,1,1,20240801,20240831
556-5-1115092024-NAP#ANC,1,1,1,1,1,1,1,20240901,20240930
556-5-1115102024-NAP#ANC,1,1,1,1,1,1,1,20241001,20241026
556-5-1215012025-NAP#ANC,1,1,1,1,1,1,1,20250101,20250112
556-5-1215102024-NAP#ANC,1,1,1,1,0,0,1,20241027,20241031
556-5-1215112024-NAP#ANC,1,1,1,1,1,1,1,20241101,20241130
556-5-1215122024-NAP#ANC,1,1,1,1,1,1,1,20241201,20241229
556-5-1215122025-NAP#ANC,1,1,0,0,0,0,0,20241230,20241231
556-7-1315072024-NAP#ANC,1,1,1,0,0,0,0,20240729,20240731
556-7-1315082024-NAP#ANC,1,1,1,1,1,1,1,20240801,20240831
556-7-1315092024-NAP#ANC,1,1,1,1,1,1,1,20240901,20240930
556-7-1315102024-NAP#ANC,1,1,1,1,1,1,1,20241001,20241026
556-7-1415012025-NAP#ANC,1,1,1,1,1,1,1,20250101,20250112
556-7-1415102024-NAP#ANC,1,1,1,1,0,0,1,20241027,20241031
556-7-1415112024-NAP#ANC,1,1,1,1,1,1,1,20241101,20241130
556-7-1415122024-NAP#ANC,1,1,1,1,1,1,1,20241201,20241229
556-7-1415122025-NAP#ANC,1,1,0,0,0,0,0,20241230,20241231
557-1-1000072024-NCD#PE,1,1,1,0,0,0,0,20240729,20240731
557-1-1000082024-NCD#PE,1,1,1,1,1,1,1,20240801,20240831
557-1-1000092024-NCD#PE,1,1,1,1,1,1,1,20240901,20240930
557-1-1000102024-NCD#PE,1,1,1,1,1,1,1,20241001,20241026
557-1-1100012025-NCD#PE,1,1,1,1,1,1,1,20250101,20250112
557-1-1100102024-NCD#PE,1,1,1,1,0,0,1,20241027,20241031
557-1-1100112024-NCD#PE,1,0,0,1,1,1,1,20241101,20241130
557-1-1100122024-NCD#PE,1,1,1,1,1,1,1,20241201,20241229
557-1-1100122025-NCD#PE,1,1,0,0,0,0,0,20241230,20241231
557-2-0330072024-PE#NCD,1,1,1,0,0,0,0,20240729,20240731
557-2-0330082024-PE#NCD,1,1,1,1,1,1,1,20240801,20240831
557-2-0330092024-PE#NCD,1,1,1,1,1,1,1,20240901,20240930
557-2-0330102024-PE#NCD,1,1,1,1,1,1,1,20241001,20241026
557-2-0430012025-PE#NCD,1,1,1,1,1,1,1,20250101,20250112
557-2-0430102024-PE#NCD,1,1,1,1,0,0,1,20241027,20241031
557-2-0430112024-PE#NCD,1,0,0,1,1,1,1,20241101,20241130
557-2-0430122024-PE#NCD,1,1,1,1,1,1,1,20241201,20241229
557-2-0430122025-PE#NCD,1,1,0,0,0,0,0,20241230,20241231
557-3-1620072024-NCD#PE,1,1,1,0,0,0,0,20240729,20240731
557-3-1620082024-NCD#PE,1,1,1,1,1,1,1,20240801,20240831
557-3-1620092024-NCD#PE,1,1,1,1,1,1,1,20240901,20240930
557-3-1620102024-NCD#PE,1,1,1,1,1,1,1,20241001,20241026
557-3-1720012025-NCD#PE,1,1,1,1,1,1,1,20250101,20250112
557-3-1720102024-NCD#PE,1,1,1,1,0,0,1,20241027,20241031
557-3-1720112024-NCD#PE,1,0,0,1,1,1,1,20241101,20241130
557-3-1720122024-NCD#PE,1,1,1,1,1,1,1,20241201,20241229
557-3-1720122025-NCD#PE,1,1,0,0,0,0,0,20241230,20241231
557-4-0950072024-PE#NCD,1,1,1,0,0,0,0,20240729,20240731
557-4-0950082024-PE#NCD,1,1,1,1,1,1,1,20240801,20240831
557-4-0950092024-PE#NCD,1,1,1,1,1,1,1,20240901,20240930
557-4-0950102024-PE#NCD,1,1,1,1,1,1,1,20241001,20241026
557-4-1050012025-PE#NCD,1,1,1,1,1,1,1,20250101,20250112
557-4-1050102024-PE#NCD,1,1,1,1,0,0,1,20241027,20241031
557-4-1050112024-PE#NCD,1,0,0,1,1,1,1,20241101,20241130
557-4-1050122024-PE#NCD,1,1,1,1,1,1,1,20241201,20241229
557-4-1050122025-PE#NCD,1,1,0,0,0,0,0,20241230,20241231
558-10-1600072024-PE#NAP,1,1,1,0,0,0,0,20240729,20240731
558-10-1600082024-PE#NAP,1,1,1,1,1,1,1,20240801,20240831
558-10-1600092024-PE#NAP,1,1,1,1,1,1,1,20240901,20240930
558-10-1600102024-PE#NAP,1,1,1,1,1,1,1,20241001,20241026
558-10-1700012025-PE#NAP,1,1,0,0,1,1,1,20250103,20250112
558-10-1700102024-PE#NAP,1,1,1,1,0,0,1,20241027,20241031
558-10-1700112024-PE#NAP,1,1,0,0,1,1,1,20241101,20241130
558-10-1700122024-PE#NAP,1,1,0,0,1,1,1,20241201,20241229
558-10-1700122025-PE#NAP,1,1,0,0,0,0,0,20241230,20241231
558-1-0630072024-NAP#PE,1,1,1,0,0,0,0,20240729,20240731
558-1-0630082024-NAP#PE,1,1,1,1,1,1,1,20240801,20240831
558-1-0630092024-NAP#PE,1,1,1,1,1,1,1,20240901,20240930
558-1-0630102024-NAP#PE,1,1,1,1,1,1,1,20241001,20241026
558-1-0730012025-NAP#PE,1,1,0,0,1,1,1,20250103,20250112
558-1-0730102024-NAP#PE,1,1,1,1,0,0,1,20241027,20241031
558-1-0730112024-NAP#PE,1,1,0,0,1,1,1,20241101,20241130
558-1-0730122024-NAP#PE,1,1,0,0,1,1,1,20241201,20241229
558-1-0730122025-NAP#PE,1,1,0,0,0,0,0,20241230,20241231
558-2-0700072024-PE#NAP,1,1,1,0,0,0,0,20240729,20240731
558-2-0700082024-PE#NAP,1,1,1,1,1,1,1,20240801,20240831
558-2-0700092024-PE#NAP,1,1,1,1,1,1,1,20240901,20240930
558-2-0700102024-PE#NAP,1,1,1,1,1,1,1,20241001,20241026
558-2-0800012025-PE#NAP,1,1,1,1,1,1,1,20250101,20250112
558-2-0800102024-PE#NAP,1,1,1,1,0,0,1,20241027,20241031
558-2-0800112024-PE#NAP,1,1,1,1,1,1,1,20241101,20241130
558-2-0800122024-PE#NAP,1,1,1,1,1,1,1,20241201,20241229
558-2-0800122025-PE#NAP,1,1,0,0,0,0,0,20241230,20241231
558-3-1630072024-NAP#PE,1,1,1,0,0,0,0,20240729,20240731
558-3-1630082024-NAP#PE,1,1,1,1,1,1,1,20240801,20240831
558-3-1630092024-NAP#PE,1,1,1,1,1,1,1,20240901,20240930
558-3-1630102024-NAP#PE,1,1,1,1,1,1,1,20241001,20241026
558-3-1730012025-NAP#PE,1,1,1,1,1,1,1,20250101,20250112
558-3-1730102024-NAP#PE,1,1,1,1,0,0,1,20241027,20241031
558-3-1730112024-NAP#PE,1,1,1,1,1,1,1,20241101,20241130
558-3-1730122024-NAP#PE,1,1,1,1,1,1,1,20241201,20241229
558-3-1730122025-NAP#PE,1,1,0,0,0,0,0,20241230,20241231
558-4-0500072024-PE#NAP,1,1,1,0,0,0,0,20240729,20240731
558-4-0500082024-PE#NAP,1,1,1,1,1,1,1,20240801,20240831
558-4-0500092024-PE#NAP,1,1,1,1,1,1,1,20240901,20240930
558-4-0500102024-PE#NAP,1,1,1,1,1,1,1,20241001,20241026
558-4-0600102024-PE#NAP,1,1,1,1,0,0,1,20241027,20241031
558-4-0600112024-PE#NAP,0,0,0,0,1,1,1,20241101,20241103
558-9-1300072024-NAP#PE,1,1,1,0,0,0,0,20240729,20240731
558-9-1300082024-NAP#PE,1,1,1,1,1,1,1,20240801,20240831
558-9-1300092024-NAP#PE,1,1,1,1,1,1,1,20240901,20240930
558-9-1300102024-NAP#PE,1,1,1,1,1,1,1,20241001,20241026
558-9-1400102024-NAP#PE,1,1,1,1,0,0,1,20241027,20241031
558-9-1400112024-NAP#PE,0,0,0,0,1,1,1,20241101,20241103
562-1-0835072024-TTTC#FCO,1,1,1,0,0,0,0,20240729,20240731
562-1-0835082024-TTTC#FCO,1,1,1,1,1,1,1,20240801,20240831
562-1-0835092024-TTTC#FCO,1,1,1,1,1,1,1,20240901,20240930
562-1-0835102024-TTTC#FCO,1,0,0,1,1,1,1,20241003,20241026
562-1-0935012025-TTTC#FCO,1,1,1,1,1,1,1,20250101,20250112
562-1-0935102024-TTTC#FCO,1,0,0,1,0,0,1,20241027,20241031
562-1-0935112024-TTTC#FCO,1,0,0,1,1,1,1,20241101,20241130
562-1-0935122024-TTTC#FCO,1,1,1,1,1,1,1,20241201,20241229
562-1-0935122025-TTTC#FCO,1,1,0,0,0,0,0,20241230,20241231
562-2-0730072024-FCO#TTTC,0,1,1,0,0,0,0,20240730,20240731
562-2-0730082024-FCO#TTTC,0,1,1,1,1,1,1,20240801,20240831
562-2-0730092024-FCO#TTTC,0,1,1,1,1,1,1,20240901,20240929
562-2-0730102024-FCO#TTTC,0,0,0,1,1,1,1,20241003,20241026
562-2-0830012025-FCO#TTTC,0,1,1,1,1,1,1,20250101,20250112
562-2-0830102024-FCO#TTTC,0,0,0,1,0,0,1,20241027,20241031
562-2-0830112024-FCO#TTTC,0,0,0,1,1,1,1,20241101,20241130
562-2-0830122024-FCO#TTTC,0,1,1,1,1,1,1,20241201,20241229
562-2-0830122025-FCO#TTTC,0,1,0,0,0,0,0,20241231,20241231
562-4-0830072024-FCO#TTTC,1,0,0,0,0,0,0,20240729,20240729
562-4-0830082024-FCO#TTTC,1,0,0,0,0,0,0,20240805,20240826
562-4-0830092024-FCO#TTTC,1,0,0,0,0,0,0,20240902,20240930
562-4-0830102024-FCO#TTTC,1,0,0,0,0,0,0,20241007,20241021
562-4-0930012025-FCO#TTTC,1,0,0,0,0,0,0,20250106,20250106
562-4-0930102024-FCO#TTTC,1,0,0,0,0,0,0,20241028,20241028
562-4-0930112024-FCO#TTTC,1,0,0,0,0,0,0,20241104,20241125
562-4-0930122024-FCO#TTTC,1,0,0,0,0,0,0,20241202,20241223
562-4-0930122025-FCO#TTTC,1,0,0,0,0,0,0,20241230,20241230
563-1-1500072024-SRT#ROM,1,1,1,0,0,0,0,20240729,20240731
563-1-1500082024-SRT#ROM,1,1,1,1,1,1,1,20240801,20240831
563-1-1500092024-SRT#ROM,1,1,1,1,1,1,1,20240901,20240930
563-1-1500102024-SRT#ROM,1,1,1,1,1,1,1,20241001,20241026
563-1-1600012025-SRT#ROM,1,1,1,1,1,1,1,20250101,20250112
563-1-1600102024-SRT#ROM,1,1,1,1,0,0,1,20241027,20241031
563-1-1600112024-SRT#ROM,1,1,1,1,1,1,1,20241101,20241130
563-1-1600122024-SRT#ROM,1,1,1,1,1,1,1,20241201,20241229
563-1-1600122025-SRT#ROM,1,1,0,0,0,0,0,20241230,20241231
563-2-0700072024-ROM#SRT,1,1,1,0,0,0,0,20240729,20240731
563-2-0700082024-ROM#SRT,1,1,1,1,1,1,1,20240801,20240831
563-2-0700092024-ROM#SRT,1,1,1,1,1,1,1,20240901,20240930
563-2-0700102024-ROM#SRT,1,1,1,1,1,1,1,20241001,20241026
563-2-0800012025-ROM#SRT,1,1,1,1,1,1,1,20250101,20250112
563-2-0800102024-ROM#SRT,1,1,1,1,0,0,1,20241027,20241031
563-2-0800112024-ROM#SRT,1,1,1,1,1,1,1,20241101,20241130
563-2-0800122024-ROM#SRT,1,1,1,1,1,1,1,20241201,20241229
563-2-0800122025-ROM#SRT,1,1,0,0,0,0,0,20241230,20241231
565-1-0930072024-FOG#GNF,1,0,0,0,0,0,0,20240729,20240729
565-1-0930082024-FOG#GNF,0,0,0,1,1,1,0,20240801,20240803
565-1-0930092024-FOG#GNF,1,0,0,1,1,1,1,20240909,20240930
565-1-0930102024-FOG#GNF,1,0,0,1,1,1,1,20241003,20241026
565-1-0940082024-SSV#GNF,1,0,0,1,1,1,1,20240804,20240831
565-1-0940092024-SSV#GNF,1,0,0,1,1,1,1,20240901,20240908
565-1-1030102024-FOG#GNF,1,0,0,1,0,0,1,20241027,20241031
565-1-1030112024-FOG#GNF,1,0,0,1,1,1,1,20241101,20241130
565-1-1040012025-SSV#GNF,1,1,0,1,1,1,1,20250102,20250112
565-1-1040122024-SSV#GNF,1,0,0,1,1,1,1,20241201,20241229
565-1-1040122025-SSV#GNF,1,0,0,0,0,0,0,20241230,20241230
565-2-0410072024-GNF#FOG,1,1,0,0,0,0,0,20240729,20240730
565-2-0410082024-GNF#FOG,0,0,0,0,1,1,0,20240802,20240803
565-2-0410082024-GNF#SSV,1,1,0,0,1,1,1,20240804,20240831
565-2-0410092024-GNF#FOG,1,1,0,0,1,1,1,20240909,20240930
565-2-0410092024-GNF#SSV,1,1,0,0,1,1,1,20240901,20240908
565-2-0410102024-GNF#FOG,1,1,0,0,1,1,1,20241001,20241026
565-2-0510012025-GNF#SSV,1,1,0,0,1,1,1,20250103,20250112
565-2-0510102024-GNF#FOG,1,1,0,0,0,0,1,20241027,20241029
565-2-0510112024-GNF#FOG,1,1,0,0,1,1,1,20241101,20241130
565-2-0510122024-GNF#SSV,1,1,0,0,1,1,1,20241201,20241229
565-2-0510122025-GNF#SSV,1,1,0,0,0,0,0,20241230,20241231
566-1-0445072024-LCC#NAP,1,0,0,0,0,0,0,20240729,20240729
566-1-0445082024-LCC#NAP,1,0,0,1,1,1,1,20240801,20240831
566-1-0445092024-LCC#NAP,1,0,0,1,1,1,1,20240901,20240930
566-1-0445102024-LCC#NAP,1,0,0,1,1,1,1,20241003,20241026
566-1-0545012025-LCC#NAP,1,0,0,1,1,1,1,20250102,20250112
566-1-0545102024-LCC#NAP,1,0,0,1,0,0,1,20241027,20241031
566-1-0545112024-LCC#NAP,1,0,0,1,1,1,1,20241101,20241130
566-1-0545122024-LCC#NAP,1,1,1,1,1,1,1,20241201,20241229
566-1-0545122025-LCC#NAP,1,1,0,0,0,0,0,20241230,20241231
566-4-1230072024-NAP#LCC,1,0,0,0,0,0,0,20240729,20240729
566-4-1230082024-NAP#LCC,1,0,0,1,1,1,1,20240801,20240831
566-4-1230092024-NAP#LCC,1,0,0,1,1,1,1,20240901,20240930
566-4-1230102024-NAP#LCC,1,0,0,1,1,1,1,20241003,20241026
566-4-1330012025-NAP#LCC,1,0,0,1,1,1,1,20250102,20250112
566-4-1330102024-NAP#LCC,1,0,0,1,0,0,1,20241027,20241031
566-4-1330112024-NAP#LCC,1,0,0,1,1,1,1,20241101,20241130
566-4-1330122024-NAP#LCC,1,1,1,1,1,1,1,20241201,20241229
566-4-1330122025-NAP#LCC,1,1,0,0,0,0,0,20241230,20241231
570-1-0300072024-LCC#FCO,1,0,1,0,0,0,0,20240729,20240731
570-1-0300082024-LCC#FCO,1,0,1,1,1,1,1,20240801,20240831
570-1-0300092024-LCC#FCO,1,0,1,1,1,1,1,20240901,20240908
570-1-0300092024-LCC#ROM,1,0,1,1,1,1,1,20240909,20240930
570-1-0300102024-LCC#ROM,1,0,1,1,1,1,1,20241002,20241026
570-1-0400012025-LCC#ROM,1,0,1,1,1,1,1,20250101,20250112
570-1-0400102024-LCC#ROM,1,0,1,1,0,0,1,20241027,20241031
570-1-0400112024-LCC#ROM,1,0,1,1,1,1,1,20241101,20241130
570-1-0400122024-LCC#ROM,1,0,1,1,1,1,1,20241201,20241229
570-1-0400122025-LCC#ROM,1,0,0,0,0,0,0,20241230,20241230
570-2-1235072024-FCO#LCC,1,0,1,0,0,0,0,20240729,20240731
570-2-1235082024-FCO#LCC,1,0,1,1,1,1,1,20240801,20240831
570-2-1235092024-FCO#LCC,1,0,1,1,1,1,1,20240901,20240908
570-2-1315092024-ROM#LCC,1,0,1,1,1,1,1,20240909,20240930
570-2-1315102024-ROM#LCC,1,0,1,1,1,1,1,20241002,20241026
570-2-1415012025-ROM#LCC,1,0,1,1,1,1,1,20250101,20250112
570-2-1415102024-ROM#LCC,1,0,1,1,0,0,1,20241027,20241031
570-2-1415112024-ROM#LCC,1,0,1,1,1,1,1,20241101,20241130
570-2-1415122024-ROM#LCC,1,0,1,1,1,1,1,20241201,20241229
570-2-1415122025-ROM#LCC,1,0,0,0,0,0,0,20241230,20241230
570-3-0515072024-LCC#ROM,1,1,0,0,0,0,0,20240729,20240730
570-3-0515082024-LCC#ROM,1,1,0,1,1,1,1,20240801,20240831
570-3-0515092024-LCC#ROM,1,1,0,1,1,1,1,20240901,20240908
570-3-0540092024-LCC#ROM,1,1,0,1,1,1,1,20240909,20240930
570-3-0540102024-LCC#ROM,1,1,0,1,1,1,1,20241001,20241026
570-3-0640012025-LCC#ROM,1,1,0,1,1,1,1,20250102,20250112
570-3-0640102024-LCC#ROM,1,1,0,1,0,0,1,20241027,20241031
570-3-0640112024-LCC#ROM,1,1,0,1,1,1,1,20241101,20241130
570-3-0640122024-LCC#ROM,1,1,0,1,1,1,1,20241201,20241229
570-3-0640122025-LCC#ROM,1,1,0,0,0,0,0,20241230,20241231
570-4-1430072024-ROM#LCC,1,1,0,0,0,0,0,20240729,20240730
570-4-1430082024-ROM#LCC,1,1,0,1,1,1,1,20240801,20240831
570-4-1430092024-ROM#LCC,1,1,0,1,1,1,1,20240901,20240908
570-4-1445092024-ROM#LCC,1,1,0,1,1,1,1,20240909,20240930
570-4-1445102024-ROM#LCC,1,1,0,1,1,1,1,20241001,20241026
570-4-1545012025-ROM#LCC,1,1,0,1,1,1,1,20250102,20250112
570-4-1545102024-ROM#LCC,1,1,0,1,0,0,1,20241027,20241031
570-4-1545112024-ROM#LCC,1,1,0,1,1,1,1,20241101,20241130
570-4-1545122024-ROM#LCC,1,1,0,1,1,1,1,20241201,20241229
570-4-1545122025-ROM#LCC,1,1,0,0,0,0,0,20241230,20241231
571-10-1510072024-FCO#IBA,1,1,1,0,0,0,0,20240729,20240731
571-10-1510082024-FCO#IBA,1,1,1,1,1,1,1,20240801,20240831
571-10-1510092024-FCO#IBA,1,1,1,1,1,1,1,20240901,20240930
571-10-1510102024-FCO#IBA,1,1,1,1,1,1,1,20241001,20241026
571-10-1610012025-FCO#IBA,1,1,1,1,1,1,1,20250101,20250112
571-10-1610102024-FCO#IBA,1,1,1,1,0,0,1,20241027,20241031
571-10-1610112024-FCO#IBA,1,1,1,1,1,1,1,20241101,20241130
571-10-1610122024-FCO#IBA,1,1,1,1,1,1,1,20241201,20241229
571-10-1610122025-FCO#IBA,1,1,0,0,0,0,0,20241230,20241231
571-3-0445072024-IBA#FCO,1,1,1,0,0,0,0,20240729,20240731
571-3-0445082024-IBA#FCO,1,1,1,1,1,1,1,20240801,20240831
571-3-0445092024-IBA#FCO,1,1,1,1,1,1,1,20240901,20240930
571-3-0445102024-IBA#FCO,1,1,1,1,1,1,1,20241001,20241026
